rgz_name,name,name:rs,name:it,name:hu,loc_name,name:etymology:wikidata
Ulica Marina Bemba - Via Marino Bembo,Ulica Marina Bemba,,Via Marino Bembo,,,
Ulica Marina Držića - Via Marin Držić,Ulica Marina Držića,,Via Marin Držić,,,
Ulica Marka Marulića - Via Marko Marulić,Ulica Marka Marulića,,Via Marko Marulić,,,
Ulica Marka Zelka - Via Marko Zelko,Ulica Marka Zelka,,Via Marko Zelko,,,
Ulica Marketi - Via Marcheti,Ulica Marketi,,Via Marcheti,,,
Ulica Marsovog polja - Via campo Marzio,Ulica Marsovog polja,,Via campo Marzio,,,
Ulica Massima Selle - Via Massimo Sella,Ulica Massima Selle,,Via Massimo Sella,,,
Ulica Mate Balota - Via Mate Balota,Ulica Mate Balote,,Via Mate Balota,,,Q6786326
Ulica Mate Balote - Via Mate Balota,Ulica Mate Balote,,Via Mate Balota,,,Q6786326
Ulica Mate Baštijana - Via Mate Baštijan,Ulica Mate Baštijana,,Via Mate Baštijan,,,
Ulica Mate Gorjana - Via Mate Gorjan,Ulica Mate Gorjana,,Via Mate Gorjan,,,
Ulica Matetića Ronjgova - Via Ivan Matetić Ronjgov,Ulica Matetića Ronjgova,,Via Ivan Matetić Ronjgov,,,
Ulica Matija Vlačić-Flacius - Via Matija Vlačić-Flacius,Ulica Matija Vlačić-Flacius,,Via Matija Vlačić-Flacius,,,
Ulica Matije Gupca - Via Matija Gubec,Ulica Matije Gupca,,Via Matija Gubec,,,
Ulica Matije Vlačića Ilirika - Via Matija Vlačić Ilirik,Ulica Matije Vlačića Ilirika,,Via Matija Vlačić Ilirik,,,
Ulica Matije Vlačića Ilirika - Via Matius Flacius Iliricus,Ulica Matije Vlačića Ilirika,,Via Matius Flacius Iliricus,,,
Ulica Matije Vlačića Ilirika - Via Mattia Flaccio Illirico,Ulica Matije Vlačića Ilirika,,Via Mattia Flaccio Illirico,,,
Ulica Matije Vlačića Ilirika - Via Mattio Flacio Illirico,Ulica Matije Vlačića Ilirika,,Via Mattio Flacio Illirico,,,
Ulica Matka Brajše Rašana - Via Matko Brajša Rašan,Ulica Matka Brajše Rašana,,Via Matko Brajša Rašan,,,
Ulica Matka Laginje - Via Matko Laginja,Ulica Matka Laginje,,Via Matko Laginja,,,
Ulica Mattea Benussija - Via Matteo Benussi,Ulica Mattea Benussija,,Via Matteo Benussi,,,
Ulica Menacija Priska - Via Lucio Menacio Prisco,Ulica Menacija Priska,,Via Lucio Menacio Prisco,,,
Ulica Mendula - Via dei Mandorli,Ulica Mendula,,Via dei Mandorli,,,
Ulica Merlada - Via Merlada,Ulica Merlada,,Via Merlada,,,
Ulica Michela Fachinettia - Via Michele Fachinetti,Ulica Michela Fachinettia,,Via Michele Fachinetti,,,
Ulica Michele della Vedova - Via Michele della Vedova,Ulica Michele della Vedova,,Via Michele della Vedova,,,
Ulica Milana Iskre - Via Milan Iskra,Ulica Milana Iskre,,Via Milan Iskra,,,
Ulica Milke Trnine - Via Milka Trnina,Ulica Milke Trnine,,Via Milka Trnina,,,
Ulica Mira - Via della Pace,Ulica Mira,,Via della Pace,,,
Ulica mira - Via della pace,Ulica mira,,Via della pace,,,
Ulica Mirna - Via Quieto,Ulica Mirna,,Via Quieto,,,
Ulica Miroslava Krleže - Via Miroslav Krleža,Ulica Miroslava Krleže,,Via Miroslav Krleža,,,
Ulica Moela - Via Moela,Ulica Moela,,Via Moela,,,
Ulica Moncanor - Via Moncanor,Ulica Moncanor,,Via Moncanor,,,
Ulica Montarol - Via Montarol,Ulica Montarol,,Via Montarol,,,
Ulica Monte Baster - Via Monte Baster,Ulica Monte Baster,,Via Monte Baster,,,
Ulica Monte Bici - Via Monte Bici,Ulica Monte Bici,,Via Monte Bici,,,
Ulica Monte Galuzzo - Via Monte Galuzzo,Ulica Monte Galuzzo,,Via Monte Galuzzo,,,
Ulica Monte Giro - Via Monte Giro,Ulica Monte Giro,,Via Monte Giro,,,
Ulica Monte Karoca - Via Monte Carota,Ulica Monte Karoca,,Via Monte Carota,,,
Ulica Monte Lesso - Via Monte Lesso,Ulica Monte Lesso,,Via Monte Lesso,,,
Ulica Monte Magno - Via Monte Magno,Ulica Monte Magno,,Via Monte Magno,,,
Ulica Monte Paradiso - Via Monte Paradiso,Ulica Monte Paradiso,,Via Monte Paradiso,,,
Ulica Monte Serpo - Via Monte Serpo,Ulica Monte Serpo,,Via Monte Serpo,,,
Ulica Monteci - Via Monteci,Ulica Monteci,,Via Monteci,,,
Ulica Montepozzo - Via Montepozzo,Ulica Montepozzo,,Via Montepozzo,,,
Ulica Muniština - Via Munistina,Ulica Muniština,,Via Munistina,,,
Ulica Murve - Via dei Moreri,Ulica Murve,,Via dei Moreri,,,
Ulica murvi - Via dei Moreri,Ulica murvi,,Via dei Moreri,,,
Ulica Muškati - Via Moscati,Ulica Muškati,,Via Moscati,,,
Ulica N. Quarantotta - Via N. Quarantotto,Ulica N. Quarantotta,,Via N. Quarantotto,,,
Ulica Negrin - Via Negrin,Ulica Negrin,,Via Negrin,,,
Ulica Niccoloa Tommasea - Via Niccolo' Tommaseo,Ulica Niccoloa Tommasea,,Via Niccolo' Tommaseo,,,
Ulica Nicolò Gabrielia - Via Nicolò Gabrieli,Ulica Nicolò Gabrielia,,Via Nicolò Gabrieli,,,
Ulica Nikole Tesle - Via Nikola Tesla,Ulica Nikole Tesle,,Via Nikola Tesla,,,
Ulica Novaki - Via Novaki,Ulica Novaki,,Via Novaki,,,
Ulica Novih vrata - Via Porta nuova,Ulica Novih vrata,,Via Porta nuova,,,
Ulica Olge Ban - Via Olga Ban,Ulica Olge Ban,,Via Olga Ban,,,
Ulica Oltra 'l Torcio - Via Oltra 'l Torcio,Ulica Oltra 'l Torcio,,Via Oltra 'l Torcio,,,
Ulica Onoria Padovana - Via Onorio Padovan,Ulica Onoria Padovana,,Via Onorio Padovan,,,
Ulica Orban - Via Orban,Ulica Orban,,Via Orban,,,
Ulica Orbanin - Via Orbanin,Ulica Orbanin,,Via Orbanin,,,
Ulica Ottavia Zakinje - Via Ottavio Zakinja,Ulica Ottavia Zakinje,,Via Ottavio Zakinja,,,
Ulica palih boraca - Via dei caduti,Ulica palih boraca,,Via dei caduti,,,
Ulica Paola Deperisa - Via Paolo Deperis,Ulica Paola Deperisa,,Via Paolo Deperis,,,
Ulica Paola Racizze - Via Paolo Racizza,Ulica Paola Racizze,,Via Paolo Racizza,,,
Ulica Paolo Veneziano - Via Paolo Veneziano,Ulica Paolo Veneziano,,Via Paolo Veneziano,,,
Ulica Paprotine - Via Paprotine,Ulica Paprotine,,Via Paprotine,,,
Ulica Pasquala Besenghija - Via Pasquale Besenghi,Ulica Pasquala Besenghija,,Via Pasquale Besenghi,,,
Ulica Pazinskih odluka 1943. - Via delle Decisioni di Pisino 1943,Ulica Pazinskih odluka 1943.,,Via delle Decisioni di Pisino 1943,,,
Ulica Pelini - Via Pelini,Ulica Pelini,,Via Pelini,,,
Ulica Pestrini - Via Pestrini,Ulica Pestrini,,Via Pestrini,,,
Ulica Petra Brajnovića - Via Petar Brajnović,Ulica Petra Brajnovića,,Via Petar Brajnović,,,
Ulica Petra i Pavla Vergerija - Via Pier Paolo Vergerio,Ulica Petra i Pavla Vergerija,,Via Pier Paolo Vergerio,,,
Ulica Petra Stankovića - Via Pietro Stancovich,Ulica Petra Stankovića,,Via Pietro Stancovich,,,
Ulica Petra Studenca - Via Petar Studenac,Ulica Petra Studenca,,Via Petar Studenac,,,
Ulica Pian - Via Pian,Ulica Pian,,Via Pian,,,
Ulica Pier Antonija Biancinija - Via Pier Antonio Biancini,Ulica Pier Antonija Biancinija,,Via Pier Antonio Biancini,,,
Ulica Pietra Coppe - Via Pietro Coppo,Ulica Pietra Coppe,,Via Pietro Coppo,,,
Ulica Pietra Ive - Via Pietro Ive,Ulica Pietra Ive,,Via Pietro Ive,,,
Ulica Pietra Kandlera - Via Pietro Kandler,Ulica Pietra Kandlera,,Via Pietro Kandler,,,
Ulica Pietra Radoicovicha - Via Pietro Radoicovich,Ulica Pietra Radoicovicha,,Via Pietro Radoicovich,,,
Ulica Pina Budicina - Via Pino Budicin,Ulica Pina Budicina,,Via Pino Budicin,,,
Ulica Pineta - Via Pineta,Ulica Pineta,,Via Pineta,,,
Ulica pinija - Via dei Pini,Ulica pinija,,Via dei Pini,,,
Ulica Pino Budicin - Via Pino Budicin,Ulica Pino Budicin,,Via Pino Budicin,,,
Ulica planika - Via dei Corbezzoli,Ulica planika,,Via dei Corbezzoli,,,
Ulica platana - Via dei Platani,Ulica platana,,Via dei Platani,,,
Ulica Plekuti - Via Plecuti,Ulica Plekuti,,Via Plecuti,,,
Ulica Plinara - Via dell' Officina del gas,Ulica Plinara,,Via dell' Officina del gas,,,
Ulica pod lođom - Via sotto la losa,Ulica pod lođom,,Via sotto la losa,,,
Ulica pod lukovima - Via sotto i volti,Ulica pod lukovima,,Via sotto i volti,,,
Ulica pod svodom - Via del volto,Ulica pod svodom,,Via del volto,,,
Ulica pod urom - Corte delle Ore,Ulica pod urom,,Corte delle Ore,,,
Ulica poduzetnika - Via degli Imprenditori,Ulica poduzetnika,,Via degli Imprenditori,,,
Ulica Polaca - Via Polazza,Ulica Polaca,,Via Polazza,,,
Ulica Polezine - Via Polesine,Ulica Polezine,,Via Polesine,,,
Ulica poljane - Via del Pra',Ulica poljane,,Via del Pra',,,
Ulica porta nό - Via porta nό,Ulica porta nό,,Via porta nό,,,
Ulica Porta Stovagnaga - Via Porta Stovagnaga,Ulica Porta Stovagnaga,,Via Porta Stovagnaga,,,
Ulica Portarol - Via Portarol,Ulica Portarol,,Via Portarol,,,
Ulica Portolana - Via Portolana,Ulica Portolana,,Via Portolana,,,
Ulica Pozioi - Via Pozioi,Ulica Pozioi,,Via Pozioi,,,
Ulica Pradorlando - Via Prá d'Orlando,Ulica Pradorlando,,Via Prá d'Orlando,,,
Ulica Prividal - Via Prividal,Ulica Prividal,,Via Prividal,,,
Ulica Proštin - Via Prostimo,Ulica Proštin,,Via Prostimo,,,
Ulica Proštinske bune - Via della rivolta del Prostimo,Ulica Proštinske bune,,Via della rivolta del Prostimo,,,
Ulica Prve istarske brigade - Via Prima brigata istriana,Ulica Prve istarske brigade,,Via Prima brigata istriana,,,
Ulica Pulskih evakuiraca (1915.-1918.) - Via degli sfollati da Pola (1915.-1918.),Ulica Pulskih evakuiraca (1915.-1918.),,Via degli sfollati da Pola (1915.-1918.),,,
Ulica punta Pegolota - Via Punta Pegolota,Ulica punta Pegolota,,Via Punta Pegolota,,,
Ulica Puntižela - Via Puntisella,Ulica Puntižela,,Via Puntisella,,,
Ulica Pužar - Via Puzar,Ulica Pužar,,Via Puzar,,,
Ulica Remigia Devescovija - Via Remigio Devescovi,Ulica Remigia Devescovija,,Via Remigio Devescovi,,,
Ulica Riccarda Daveggie - Via Riccardo Daveggia,Ulica Riccarda Daveggie,,Via Riccardo Daveggia,,,
Ulica Richarda Schaudina - Via Richard Schaudin,Ulica Richarda Schaudina,,Via Richard Schaudin,,,
Ulica rijeke Boljunčice - Via del fiume Bogliuncina,Ulica rijeke Boljunčice,,Via del fiume Bogliuncina,,,
Ulica rijeke Dragonje - Via del fiume Dragogna,Ulica rijeke Dragonje,,Via del fiume Dragogna,,,
Ulica rijeke Raše - Via del fiume Arsa,Ulica rijeke Raše,,Via del fiume Arsa,,,
Ulica rijeke Rižane - Via del fiume Risana,Ulica rijeke Rižane,,Via del fiume Risana,,,
Ulica rimske centurijacije - Via della Centuriazione romana,Ulica rimske centurijacije,,Via della Centuriazione romana,,,
Ulica Rivarela - Via Rivarella,Ulica Rivarela,,Via Rivarella,,,
Ulica Rižanske skupštine - Via Placito del Risano,Ulica Rižanske skupštine,,Via Placito del Risano,,,
Ulica Rižanskog placita - Via Placito del Risano,Ulica Rižanskog placita,,Via Placito del Risano,,,
Ulica Roia - Via Roia,Ulica Roia,,Via Roia,,,
Ulica Ronki - Via Ronchi,Ulica Ronki,,Via Ronchi,,,
Ulica Ronko - Via Ronco,Ulica Ronko,,Via Ronco,,,
Ulica Rotonda - Via della Rotonda,Ulica Rotonda,,Via della Rotonda,,,
Ulica Ruban - Via Ruban,Ulica Ruban,,Via Ruban,,,
Ulica Ruđera Boškovića - Via Ruđer Bošković,Ulica Ruđera Boškovića,,Via Ruđer Bošković,,,
Ulica Rudine - Via Rudine,Ulica Rudine,,Via Rudine,,,
Ulica Ruža Petrović - Via Ruža Petrović,Ulica Ruža Petrović,,Via Ruža Petrović,,,
Ulica Ruže Petrović - Via Ruža Petrović,Ulica Ruže Petrović,,Via Ruža Petrović,,,
Ulica S. Caterina - Via S. Caterina,Ulica S. Caterina,,Via S. Caterina,,,
Ulica S. Martin - Via S. Martin,Ulica S. Martin,,Via S. Martin,,,
Ulica S. Pauletića - Via S. Pauletić,Ulica Stanka Pauletića,,Via Stanko Pauletić,,,
Ulica S. Rocco - Via S. Rocco,Ulica San Rocco,,Via San Rocco,,,Q152457
Ulica Šaini - Via Saini,Ulica Šaini,,Via Saini,,,
Ulica Samagher - Via Samagher,Ulica Samagher,,Via Samagher,,,
Ulica San Nicolό - Via San Nicolό,Ulica San Nicolό,,Via San Nicolό,,,
Ulica San Zoane - Via San Zoane,Ulica San Zoane,,Via San Zoane,,,
Ulica San Zuian - Via San Zuian,Ulica San Zuian,,Via San Zuian,,,
Ulica San Zusto - Via San Zusto,Ulica San Zusto,,Via San Zusto,,,
Ulica Sant' Isepo - Via Sant' Isepo,Ulica Sant' Isepo,,Via Sant' Isepo,,,
Ulica Sant'Elena - Via Sant'Elena,Ulica Sant'Elena,,Via Sant'Elena,,,
Ulica Sant'Elia - Via Sant'Elia,Ulica Sant'Elia,,Via Sant'Elia,,,
Ulica Šantamarina - Via Santamarina,Ulica Šantamarina,,Via Santamarina,,,
Ulica Santorija Santorija - Via Santorio Santorio,Ulica Santorija Santorija,,Via Santorio Santorio,,,
Ulica Sebastiana Schiavone - Via Sebastiano Schiavone,Ulica Sebastiana Schiavone,,Via Sebastiano Schiavone,,,
Ulica Selo - Via Selo,Ulica Selo,,Via Selo,,,
Ulica Sergijevaca - Via Sergia,Ulica Sergijevaca,,Via Sergia,,,
Ulica Sigari - Via Sigari,Ulica Sigari,,Via Sigari,,,
Ulica Silvana Chiurca - Via Silvano Chiurco,Ulica Silvana Chiurca,,Via Silvano Chiurco,,,
Ulica Silvia Vardabassa - Via Silvio Vardabasso,Ulica Silvia Vardabassa,,Via Silvio Vardabasso,,,
Ulica Sisplac - Via Sisplaz,Ulica Sisplac,,Via Sisplaz,,,
Ulica Škokovica - Via Skokovica,Ulica Škokovica,,Via Skokovica,,,
Ulica Školskog brijega - Colle delle Scuole,Ulica Školskog brijega,,Colle delle Scuole,,,
Ulica Slanik - Via Slanik,Ulica Slanik,,Via Slanik,,,
Ulica smreka - Via dei Ginepri,Ulica smreka,,Via dei Ginepri,,,
Ulica šparuga - Via degli Asparagi,Ulica šparuga,,Via degli Asparagi,,,
Ulica Špiljavac - Via Špiljavac,Ulica Špiljavac,,Via Špiljavac,,,
Ulica Spinè - Via Spinè,Ulica Spinè,,Via Spinè,,,
Ulica Štanga - Via Stanga,Ulica Štanga,,Via Stanga,,,
Ulica Starih statuta - Via dei Statuti Vecchi,Ulica Starih statuta,,Via dei Statuti Vecchi,,,
Ulica Stipana Konzula Istrijana - Via Stipan Konzul Istriano,Ulica Stipana Konzula Istrijana,,Via Stipan Konzul Istriano,,,
Ulica Stjepana Herbuta - Via Stjepan Herbut,Ulica Stjepana Herbuta,,Via Stjepan Herbut,,,
Ulica Stjepana Radića - Via Stjepan Radić,Ulica Stjepana Radića,,Via Stjepan Radić,,,
Ulica Stjepana Žiže - Via Stjepan Žiža,Ulica Stjepana Žiže,,Via Stjepan Žiža,,,
Ulica Stoja - Via Stoia,Ulica Stoja,,Via Stoia,,,
Ulica Strada Longa - Via Strada Longa,Ulica Strada Longa,,Via Strada Longa,,,
Ulica Stradon - Via Stradon,Ulica Stradon,,Via Stradon,,,
Ulica Štradun - Via dei Limidi,Ulica Štradun,,Via dei Limidi,,,
Ulica Sucolo - Via Sucolo,Ulica Sucolo,,Via Sucolo,,,
Ulica Šurida - Via Surida,Ulica Šurida,,Via Surida,,,
Ulica Sušnjevica - Via Frascatti,Ulica Sušnjevica,,Via Frascatti,,,
Ulica sv. Benedikt - Via S. Benedetto,Ulica sv. Benedikt,,Via S. Benedetto,,,
Ulica sv. Brigite - Via s. Brigida,Ulica sv. Brigite,,Via s. Brigida,,,
Ulica sv. Felicite - Via Santa Felicita,Ulica sv. Felicite,,Via Santa Felicita,,,
Ulica sv. Foška - Via S. Fosca,Ulica sv. Foška,,Via S. Fosca,,,
Ulica sv. Ivana - Via San Giovanni,Ulica sv. Ivana,,Via San Giovanni,,,
Ulica sv. Jurja - Via San Giorgio,Ulica sv. Jurja,,Via San Giorgio,,,
Ulica sv. Kancijana - Via San Canziano,Ulica sv. Kancijana,,Via San Canziano,,,
Ulica sv. Margarete - Via Santa Margherita,Ulica sv. Margarete,,Via Santa Margherita,,,
Ulica sv. Mihovila - Via San Michele,Ulica sv. Mihovila,,Via San Michele,,,
Ulica sv. Polikarpa - Via San Policarpo,Ulica sv. Polikarpa,,Via San Policarpo,,,
Ulica sv. Sebastijana - Via S. Sebastiano,Ulica sv. Sebastijana,,Via S. Sebastiano,,,
Ulica sv. Silvestar - Via San Silvestro,Ulica sv. Silvestar,,Via San Silvestro,,,
Ulica sv. Teodora - Via San Teodoro,Ulica sv. Teodora,,Via San Teodoro,,,
Ulica sv. Vida - Via s. Vito,Ulica sv. Vida,,Via s. Vito,,,
Ulica svete Agate - Via Sant' Agata,Ulica svete Agate,,Via Sant' Agata,,,
Ulica sveti Vidal - Via San Vidal,Ulica sveti Vidal,,Via San Vidal,,,
Ulica svetog Antona - Via Sant' Antonio,Ulica svetog Antona,,Via Sant' Antonio,,,
Ulica svetog Križa - Via Santa Croce,Ulica svetog Križa,,Via Santa Croce,,,
Ulica svetog Maksima - Via San Massimo,Ulica svetog Maksima,,Via San Massimo,,,
Ulica svetog Mihaela - Via San Michele,Ulica svetog Mihaela,,Via San Michele,,,
Ulica svetog Petra - Via San Pietro,Ulica svetog Petra,,Via San Pietro,,,
Ulica Svetoga Križa - Via Santa Croce,Ulica Svetoga Križa,,Via Santa Croce,,,
Ulica Tina Ujevića - Via Tin Ujević,Ulica Tina Ujevića,,Via Tin Ujević,,,
Ulica Tomasa Caenazza - Via Tomaso Caenazzo,Ulica Tomasa Caenazza,,Via Tomaso Caenazzo,,,
Ulica Tomaso Quarantotto - Via Tommaso Quarantotto,Ulica Tomaso Quarantotto,,Via Tommaso Quarantotto,,,
Ulica Tonija Godene - Via Toni Godena,Ulica Tonija Godene,,Via Toni Godena,,,
Ulica Torči - Via Torci,Ulica Torči,,Via Torci,,,
Ulica tornja - Via della Torre,Ulica tornja,,Via della Torre,,,
Ulica Toro - Via Toro,Ulica Toro,,Via Toro,,,
Ulica tramontana - Via Tramontana,Ulica tramontana,,Via Tramontana,,,
Ulica Tribje - Via Tribie,Ulica Tribje,,Via Tribie,,,
Ulica tridesetog travnja,Ulica 30. travnja,,Via 30. Aprile,,,
Ulica Trsine - Via Trsine,Ulica Trsine,,Via Trsine,,,
Ulica Tržni prolaz - Passo di Piazza,Ulica Tržni prolaz,,Passo di Piazza,,,
Ulica Učka - Via Monte Maggiore,Ulica Učka,,Via Monte Maggiore,,,
Ulica ulika - Via degli Olivi,Ulica ulika,,Via degli Olivi,,,
Ulica Ulika - Via Oliva,Ulica Ulika,,Via Oliva,,,
Ulica Umberta Gorjana - Via Umberto Gorjan,Ulica Umberta Gorjana,,Via Umberto Gorjan,,,
Ulica Ungarija - Via Ungaria,Ulica Ungarija,,Via Ungaria,,,
Ulica Urati - Via Urati,Ulica Urati,,Via Urati,,,
Ulica uz Zidine - Via lungo le mura,Ulica uz Zidine,,Via lungo le mura,,,
Ulica V. Širole-Paja - Via V. Širola-Pajo,Ulica V. Širole-Paja,,Via V. Širola-Pajo,,,
Ulica Val de Lesso - Via Val de Lesso,Ulica Val de Lesso,,Via Val de Lesso,,,
Ulica Val de Trintina - Via Val de Trintina,Ulica Val de Trintina,,Via Val de Trintina,,,
Ulica Valbruna - Via Valbruna,Ulica Valbruna,,Via Valbruna,,,
Ulica Valcereš - Via Valceres,Ulica Valcereš,,Via Valceres,,,
Ulica Valdefora - Via Valdefora,Ulica Valdefora,,Via Valdefora,,,
Ulica Valdemuška - Via Val de mosca,Ulica Valdemuška,,Via Val de mosca,,,
Ulica Valdenaga - Via Valdenaga,Ulica Valdenaga,,Via Valdenaga,,,
Ulica Valeta - Via Valletta,Ulica Valeta,,Via Valletta,,,
Ulica Valica - Via della Valle,Ulica Valica,,Via della Valle,,,
Ulica Valkane - Via Valcane,Ulica Valkane,,Via Valcane,,,
Ulica Vallelunga - Via Vallelunga,Ulica Vallelunga,,Via Vallelunga,,,
Ulica Valmade - Via Valmade,Ulica Valmade,,Via Valmade,,,
Ulica Valovine - Via Valovine,Ulica Valovine,,Via Valovine,,,
Ulica Valsaline - Via Valsaline,Ulica Valsaline,,Via Valsaline,,,
Ulica Valsavie - Via Valsavie,Ulica Valsavie,,Via Valsavie,,,
Ulica Varoš - Via Varos,Ulica Varoš,,Via Varos,,,
Ulica Veli Vrh - Via Monte Grande,Ulica Veli Vrh,,Via Monte Grande,,,
Ulica Veli vrh - Via Monte Grande,Ulica Veli vrh,,Via Monte Grande,,,
Ulica Velog Jože,Ulica Velog Jože,,Via Veli Jože,,,
Ulica Velog Jože - Via Veli Jože,Ulica Velog Jože,,Via Veli Jože,,,
Ulica Venerija Rossetta - Via Venerio Rossetto,Ulica Venerija Rossetta,,Via Venerio Rossetto,,,
Ulica Vergal - Via Vergal,Ulica Vergal,,Via Vergal,,,
Ulica Vergarola - Via Vergarola,Ulica Vergarola,,Via Vergarola,,,
Ulica Veruda - Via Veruda,Ulica Veruda,,Via Veruda,,,
Ulica Verudella - Via Verudella,Ulica Verudella,,Via Verudella,,,
Ulica Vesne Girardi - Jurkić - Via Vesna Girardi - Jurkić,Ulica Vesne Girardi - Jurkić,,Via Vesna Girardi - Jurkić,,,
Ulica Videlanka - Via Videlanca,Ulica Videlanka,,Via Videlanca,,,
Ulica Vidikovac - Via Vidikovac,Ulica Vidikovac,,Via Vidikovac,,,
Ulica Viktor Car Emin - Via Viktor Car Emin,Ulica Viktor Car Emin,,Via Viktor Car Emin,,,
Ulica Viktora Cara Emina - Via Viktor Car Emin,Ulica Viktora Cara Emina,,Via Viktor Car Emin,,,
Ulica Viktora Cara-Emina - Via Viktor Car-Emin,Ulica Viktora Cara-Emina,,Via Viktor Car-Emin,,,
Ulica villa - Via villa,Ulica villa,,Via villa,,,
Ulica Villa Rite - Via Villa Rita,Ulica Villa Rite,,Via Villa Rita,,,
Ulica Vincenta iz Kastva - Via Vicenzo da Castua,Ulica Vincenta iz Kastva,,Via Vicenzo da Castua,,,
Ulica Vincenta iz Kastva - Via Vincenzo Da Castua,Ulica Vincenta iz Kastva,,Via Vincenzo Da Castua,,,
Ulica Vincenta iz Kastva - Via Vincenzo da Castua,Ulica Vincenta iz Kastva,,Via Vincenzo da Castua,,,
Ulica Viovica - Via Vioviza,Ulica Viovica,,Via Vioviza,,,
Ulica Vittoria Druscovicha - Via Vittorio Druscovich,Ulica Vittoria Druscovicha,,Via Vittorio Druscovich,,,
Ulica Vjekoslava Spinčića - Via Vjekoslav Spinčić,Ulica Vjekoslava Spinčića,,Via Vjekoslav Spinčić,,,
Ulica Vladimir Gortan - Via Vladimir Gortan,Ulica Vladimir Gortan,,Via Vladimir Gortan,,,
Ulica Vladimir Nazor - Via Vladimir Nazor,Ulica Vladimir Nazor,,Via Vladimir Nazor,,,
Ulica Vladimira Gortana - Via Vladimir Gortan,Ulica Vladimira Gortana,,Via Vladimir Gortan,,,
Ulica Vladimira Nazora - Via Vladimir Nazor,Ulica Vladimira Nazora,,Via Vladimir Nazor,,,Q380529
Ulica Vladimira Švalbe - Via Vladimir Švalba,Ulica Vladimira Švalbe,,Via Vladimir Švalba,,,
Ulica Voćarska - Via Voćarska,Ulica Voćarska,,Via Voćarska,,,
Ulica Vrh - Via Monte,Ulica Vrh,,Via Monte,,,
Ulica Žakna Jurja - Via Žakan Juri,Ulica Žakna Jurja,,Via Žakan Juri,,,
Ulica Zatišje - Via Zatišje,Ulica Zatišje,,Via Zatišje,,,
Ulica Zidine - Via delle Mura,Ulica Zidine,,Via delle Mura,,,
Ulica Zidine - Via Zidine,Ulica Zidine,,Via Zidine,,,
Ulica Zore Matić - Via Zora Matić,Ulica Zore Matić,,Via Zora Matić,,,
Ulica Zorzi Ventura - Via Zorzi Ventura,Ulica Zorzi Ventura,,Via Zorzi Ventura,,,
Ulica Žrtava fašizma - Via Martiri antifascisti,Ulica Žrtava fašizma,,Via Martiri antifascisti,,,
Ulica žrtava fašizma - Via Vittime del fascismo,Ulica žrtava fašizma,,Via Vittime del fascismo,,,
Ulica Žuka - Via delle Ginestre,Ulica Žuka,,Via delle Ginestre,,,
Ulica Županije Somogy,Ulica županije Somogy,,Via regione di Somogy,,,Q190522
Ulica Zvane Črnje - Via Zvane Črnja,Ulica Zvane Črnje,,Via Zvane Črnja,,,
Uljarska ulica - Via del Torcio,Uljarska ulica,,Via del Torcio,,,
Umaška ulica - Via Umago,Umaška ulica,,Via Umago,,,Q221184
Ungarija - Ungaria,Ungarija,,Ungaria,,,
Uska ulica - Vicolo stretto,Uska ulica,,Vicolo stretto,,,
Uskočka ulica - Via degli Uscocchi,Uskočka ulica,,Via degli Uscocchi,,,
Uspon Francesca Bodi - Salita Francesca Bodi,Uspon Francesca Bodi,,Salita Francesca Bodi,,,
Uspon Konzula Istranina - Clivo Stjepan Konzul Istranin,Uspon Konzula Istranina,,Clivo Stjepan Konzul Istranin,,,
Uspon na Kaštel - Clivo al Castello,Uspon na Kaštel,,Clivo al Castello,,,
Uspon Pavla Đakona - Clivo Paolo Diacono,Uspon Pavla Đakona,,Clivo Paolo Diacono,,,
Uspon sv. Franje Asiškog - Clivo San Francesco D'Assisi,Uspon sv. Franje Asiškog,,Clivo San Francesco D'Assisi,,,
Uspon sv. Petra - Salita s. Pietro,Uspon sv. Petra,,Salita s. Pietro,,,
Uspon sv. Roka - Clivo San Rocco,Uspon sv. Roka,,Clivo San Rocco,,,
Uspon sv. Stjepana - Clivo Santo Stefano,Uspon sv. Stjepana,,Clivo Santo Stefano,,,
Uspon Vincenta iz Kastva - Clivo Vincenzo Da Castua,Uspon Vincenta iz Kastva,,Clivo Vincenzo Da Castua,,,
Valdebečki put - Via Valdibecco,Valdebečki put,,Via Valdibecco,,,
Valdragonska ulica - Via Valdragon,Valdragonska ulica,,Via Valdragon,,,
Vale - Valle,Vale,,Valle,,,
Valenta - Valenta,Valenta,,Valenta,,,
Valentići - Valentici,Valentići,,Valentici,,,
Valfontane - Valfontane,Valfontane,,Valfontane,,,
Valica - Valizza,Valica,,Valizza,,,
Valmarinski put - Vicolo Valmarin,Valmarinski put,,Vicolo Valmarin,,,
Valturska ulica - Via Altura,Valturska ulica,,Via Altura,,,
Valvazorova ulica - Via Johann Veickhard Valvasor,Valvazorova ulica,,Via Johann Veickhard Valvasor,,,
Valvidalska ulica - Via Valvidal,Valvidalska ulica,,Via Valvidal,,,
Varaždinska ulica - Via Varaždin,Varaždinska ulica,,Via Varaždin,,,
Vardica - Vardiza,Vardica,,Vardiza,,,
Varetonova stancija - Stanzia Vareton,Varetonova stancija,,Stanzia Vareton,,,
Varvari - Varvari,Varvari,,Varvari,,,
Veli Breg - Monte Grande,Veli Breg,,Monte Grande,,,
